Company,RAM,Storage,Front Camera,Back Camera,Battery Capacity,Internet Connectivity 4G,Price
Shomi,32,32,0,0,1750,0,799
Tecno,2,16,0,13,3050,1,6199
OPPO,3,32,16,13,3200,1,17987
Niamia,32,32,0,0,1000,0,749
MU,32,32,0,1,2800,0,1056
Mafe,64,64,0,0,1800,0,1400
JIVI Kall,3,30,0,0,1800,0,899
I Kall,4,64,5,8,3000,1,4499
Forme,32,32,0,0,1050,0,799
Intex,56,56,0,0,1800,0,1449
Niamia,32,32,0,0,1000,0,1299
Tymes,32,32,0,1,5000,0,1999
Avni,64,64,0,0,300,0,1899
I Kall,2,16,0,5,2800,1,3599
Zen,32,32,0,1,800,0,999
Lenovo,3,32,13,13,4000,1,7990
Mafe,32,64,0,0,1050,0,698
I Kall,2,16,0,5,2500,1,3399
Samsung,6,128,32,64,4500,1,25999
MTR,64,64,0,0,800,0,799
I Kall,32,64,0,0,1000,0,999
InFocus,32,32,0,0,1800,0,1190
Samsung,10,2,0,0,1000,0,2500
I Kall,4,32,0,5,3000,1,5699
MTR,64,64,0,0,800,0,899
Gfive,32,32,0,0,1050,0,649
InFocus,32,32,0,1,1000,0,849
vivo,6,64,0,16,5000,1,12650
MTR,64,64,0,0,800,0,999
MTR,64,64,0,0,800,0,899
Yu,3,32,5,13,4000,1,4999
Itel,32,32,0,0,2500,0,1599
I Kall,32,64,0,0,1000,0,1099
I Kall,4,64,5,8,3000,1,4499
Ssky,32,32,0,0,1050,0,699
Do,32,32,0,0,1000,0,799
Ssky,32,32,0,0,1200,0,1299
I Kall,2,16,0,5,2800,1,3599
Micromax,1,8,5,5,2000,1,6000
M-tech,32,32,0,0,1800,0,1349
Nokia,2,16,5,13,4000,1,6690
Mafe,32,64,0,0,1800,0,1895
I Kall,2,16,0,5,2500,1,3399
I Kall,32,64,0,0,800,0,1499
SAMSOTEL,32,32,0,0,1000,0,929
Trio,32,64,0,1,1000,0,599
I Kall,4,32,0,5,3000,1,5699
Shomi,32,32,0,0,1750,0,510
Kenxinda,1,8,0,5,4000,1,3499
Tambo,24,32,0,1,1000,0,890
Niamia,32,32,0,0,1000,0,1499
Niamia,32,32,0,0,1000,0,1499
vivo,6,64,0,16,5000,1,12650
Niamia,32,32,0,0,1000,0,749
Peace,32,64,0,0,850,0,1045
Motorola,4,128,25,48,3500,1,13999
I Kall,4,64,5,8,3000,1,4499
MTR,64,64,0,0,800,0,599
Chilli,32,32,0,1,1500,0,1189
Samsung,0,0,0,0,800,0,1625
Bloom,32,32,0,0,2400,0,1199
Micromax,1,8,2,5,2000,1,3099
I Kall,2,16,0,5,2800,1,3599
Ziox,32,32,0,0,1750,0,899
Micromax,20,20,0,0,3000,0,1649
Karbonn,32,32,0,0,1900,0,1049
I Kall,2,16,0,5,2500,1,3399
CAT,3,32,5,13,3800,1,46990
KAWIN,32,32,0,0,1000,0,599
Easyfone,32,32,0,0,1000,0,2490
UI Kall,32,32,0,0,1000,0,701
Gionee,2,16,5,13,3000,1,5199
I Kall,4,32,0,5,3000,1,5699
Gfive,0,32,0,0,1050,0,635
JIVI Kall,0,0,0,0,800,0,849
Samsung,0,0,0,0,800,0,1200
vivo,6,64,0,16,5000,1,12650
Karbonn,32,32,0,0,3000,0,1055
Lava,32,32,0,1,2500,0,1440
Karbonn,32,32,0,0,1900,0,1041
MTR,64,64,0,0,2000,0,999
Intex,1,8,5,5,3000,1,3690
I Kall,4,64,5,8,3000,1,4499
Blackzone,10,10,0,0,1000,0,449
Ssky,32,32,0,0,2500,0,799
Easyfone,32,32,0,0,700,0,3350
I Kall,2,16,0,5,2800,1,3599
OPPO,4,64,16,13,4230,1,15999
Redmi,3,32,5,12,3300,1,8640
Niamia,32,32,0,0,1000,0,899
Forme,32,32,0,0,1500,0,890
MTR,64,64,0,0,2000,0,949
I Kall,2,16,0,5,2500,1,3399
MTR,64,64,0,0,2000,0,1049
ZIOX,32,32,0,0,2500,0,949
MTR,64,64,0,0,800,0,999
I Kall,4,32,0,5,3000,1,5699
Snexian,32,32,0,0,1000,0,589
Samsung,6,128,32,48,4000,1,23999
Heemax,32,32,0,0,1000,0,549
LG,4,64,0,16,4000,1,11990
DETEL,32,512,0,0,1000,0,699
I Kall,4,64,5,8,3000,1,4499
Ziox,128,20,0,0,800,0,786
Gionee,2,16,5,13,3000,1,5499
OPPO,3,64,16,13,4230,1,13450
I Kall,2,16,0,5,2800,1,3599
OPPO,6,128,16,48,4020,1,23990
Gionee,2,16,5,13,3000,1,5299
Forme,32,32,0,0,600,0,1099
I Kall,32,64,0,0,800,0,600
OPPO,2,16,8,13,4230,1,7450
I Kall,2,16,0,5,2500,1,3399
OPPO,2,16,8,13,4230,1,8200
Micromax,4,32,5,13,3000,1,4999
Samsung,0,0,0,0,800,0,1450
I Kall,4,32,0,5,3000,1,5699
Easyfone,32,32,0,0,1000,0,2790
I Kall,32,64,0,0,1800,0,1799
Apple,0,256,7,12,0,1,55990
UI Kall,32,32,0,0,1800,0,899
Kechaoda,32,64,0,0,1700,0,999
I Kall,1,8,2,5,2200,1,3099
Kechaoda,32,32,0,0,1700,0,1179
Vivo,3,64,8,13,4030,1,11499
Niamia,32,32,0,0,1000,0,1399
I Kall,4,64,5,8,3000,1,4499
Niamia,32,32,0,0,1000,0,1399
Niamia,32,32,0,0,1000,0,1399
Niamia,32,32,0,0,1000,0,1399
Itel,1,8,2,5,4000,1,4099
Ssky,64,35,0,1,1200,0,999
I Kall,2,16,0,5,2800,1,3599
Ziox,32,32,0,0,1000,0,799
Nokia,4,64,20,48,3500,1,15499
Nokia,6,64,20,48,3500,1,17099
I Kall,2,16,0,5,2500,1,3399
Ziox,32,32,0,0,1000,0,799
Gionee,4,32,16,13,3100,1,7499
Tork,32,32,0,0,2500,0,999
Kechaoda,32,64,0,0,700,0,990
Kara,1,1,0,0,1700,0,549
I Kall,4,32,0,5,3000,1,5699
Kara,1,1,0,0,1700,0,675
Trio,32,32,0,1,1000,0,799
Ziox,32,32,0,0,1800,0,999
vivo,6,64,0,16,5000,1,12650
Niamia,32,32,0,0,100,0,849
Niamia,32,32,0,0,1000,0,849
Gome,3,32,0,13,3500,1,5749
ZIOX,32,32,0,0,2500,0,949
Gome,2,16,0,13,3500,1,5299
I Kall,4,64,5,8,3000,1,4499
Gome,2,16,0,13,3500,1,5299
Intex,32,32,0,1,1300,0,999
MTR,64,64,0,0,2000,0,999
I Kall,2,16,0,5,2800,1,3599
Samsung,4,64,16,48,6000,1,14449
Panasonic,3,32,13,13,5000,1,10499
VOTO,2,16,13,13,3000,1,3450
Karbonn,32,32,0,1,1400,0,1399
Kechaoda,32,32,0,0,300,0,850
I Kall,2,16,0,5,2500,1,3399
JIVI Kall,0,32,0,1,4000,0,1200
Jivi,5,32,0,0,1000,0,825
I Kall,32,64,0,0,800,0,2397
I Kall,4,32,0,5,3000,1,5699
Nokia,3,32,5,13,4000,1,8349
Vivo,2,32,8,13,4030,1,9499
I Kall,2,16,0,5,2500,1,3699
Niamia,32,32,0,0,1000,0,1399
Honor,4,64,8,13,3000,1,11999
vivo,6,64,0,16,5000,1,12650
MTR,64,64,0,0,2000,0,1599
Karbonn,256,512,0,1,1400,0,1399
ZIOX,32,32,0,0,1000,0,825
I Kall,4,64,5,8,3000,1,4499
Niamia,32,32,0,0,1000,0,1299
I Kall,32,0,0,0,1000,0,799
Niamia,32,32,0,0,1000,0,1299
InFocus,32,32,0,1,1000,0,849
I Kall,32,64,0,0,800,0,499
I Kall,2,16,0,5,2800,1,3599
Micromax,56,24,0,0,1750,0,999
Tecno,2,16,0,13,3050,1,6199
Shomi,32,32,0,0,1750,0,799
I Kall,2,16,0,5,2500,1,3399
OPPO,3,32,16,13,3200,1,17987
Micromax,512,4,0,2,1300,1,2499
Mi,4,64,20,20,3010,1,9790
I Kall,32,64,0,0,800,0,1795
Niamia,32,32,0,0,1000,0,1299
I Kall,4,32,0,5,3000,1,5699
Tecno,4,64,0,16,3750,1,7435
Niamia,32,32,0,0,1000,0,1299
Micromax,3,32,5,13,3000,1,4499
vivo,6,64,0,16,5000,1,12650
Nokia,4,4,0,0,1020,0,1899
Kechaoda,32,64,0,0,1700,0,989
Kechaoda,32,64,0,0,1700,0,939
MTR,64,64,0,0,800,0,899
JIVI Kall,3,30,0,0,1800,0,899
I Kall,4,64,5,8,3000,1,4499
Niamia,32,32,0,0,1000,0,1399
Micromax,32,32,0,0,800,0,749
Forme,32,32,0,0,1050,0,799
I Kall,2,16,0,5,2800,1,3599
Intex,56,56,0,0,1800,0,1449
Niamia,32,32,0,0,1000,0,1299
Ziox,32,32,0,0,1000,0,799
Yuho,3,32,13,13,3000,1,4972
Zen,32,32,0,1,800,0,999
I Kall,2,16,0,5,2500,1,3399
Tymes,32,32,0,1,5000,0,879
Avni,64,64,0,0,300,0,1899
Lenovo,3,32,13,13,4000,1,7990
I Kall,4,32,0,5,3000,1,5699
I Kall,32,64,0,0,2000,0,1399
MTR,64,64,0,0,800,0,899
Samsung,6,128,32,64,4500,1,25999
MTR,64,64,0,0,800,0,799
OnePlus,8,256,16,48,4000,1,47889
I Kall,4,64,5,8,3000,1,4499
Honor,3,32,16,13,3000,1,12500
Blackbear,32,32,0,1,1000,0,777
Honor,4,64,16,13,3000,1,14500
I Kall,2,16,0,5,2800,1,3599
Honor,4,64,16,13,3000,1,14500
Kechaoda,32,64,0,0,1700,0,938
InFocus,1,8,0,5,2400,1,4999
GrabO,64,64,0,0,1000,0,469
GreenBerry,256,256,0,2,5000,0,1599
I Kall,2,16,0,5,2500,1,3399
ziox,32,32,0,0,800,0,799
ziox,32,32,0,0,800,0,799
BlackZone,1,8,5,5,2600,1,3200
I Kall,4,32,0,5,3000,1,5699
BlackZone,1,8,5,5,2600,1,3200
Niamia,32,32,0,0,1000,0,1299
Niamia,32,32,0,0,1000,0,1299
MTR,64,64,0,0,2000,0,899
Mymax,32,32,0,1,1000,0,999
vivo,6,64,0,16,5000,1,12650
Kechaoda,32,32,0,0,3600,0,1390
Vivo,2,16,5,13,3260,1,6990
I Kall,32,64,0,0,800,0,1499
I Kall,4,64,5,8,3000,1,4499
Mafe,32,64,0,0,1800,0,1895
Tambo,24,32,0,1,1000,0,890
Kenxinda,1,8,0,5,4000,1,3499
Shomi,32,32,0,0,1750,0,510
Black,6,128,20,48,4000,1,29999
I Kall,2,16,0,5,2800,1,3599
Black,12,256,20,48,4000,1,39999
Ziox,32,32,0,0,1000,0,650
Niamia,32,32,0,0,1000,0,1499
I Kall,2,16,0,5,2500,1,3399
Niamia,32,32,0,0,1000,0,1499
Niamia,32,32,0,0,1000,0,1499
Niamia,32,32,0,0,1000,0,1499
Niamia,32,32,0,0,1000,0,1499
Karbonn,32,32,0,0,2700,0,1099
I Kall,4,32,0,5,3000,1,5699
Kara,10,10,0,0,2200,0,699
OPPO,3,16,5,13,3000,1,10900
OPPO,3,32,8,13,3180,1,13499
vivo,6,64,0,16,5000,1,12650
Karbonn,56,56,0,0,1750,0,1368
Karbonn,1,8,5,5,2300,1,3699
Samsung,4,64,24,24,3300,1,23990
Tork,32,32,0,0,1800,0,1080
Mafe,0,0,0,0,1050,0,805
I Kall,4,64,5,8,3000,1,4499
Kechaoda,32,32,0,2,600,0,1900
Gionee,4,64,16,13,4010,1,21499
Panasonic,4,64,16,16,4000,1,6999
I Kall,2,16,0,5,2800,1,3599
Gfive,16,16,0,0,1050,0,669
CAT,2,16,0,2,4000,1,27000
Niamia,32,32,0,0,1000,0,1299
BlackZone,2,16,0,8,3000,1,4599
MTR,64,64,0,0,800,0,1099
I Kall,2,16,0,5,2500,1,3399
Kechaoda,32,32,0,0,1200,0,1199
Kechaoda,32,32,0,0,300,0,815
Mymax,32,32,0,1,1000,0,539
I Kall,4,32,0,5,3000,1,5699
Micromax,256,12,0,0,1200,0,1249
Forme,32,32,0,0,850,0,799
Huawei,4,128,16,16,4000,1,15990
MTR,64,64,0,0,800,0,1199
Samsung,4,64,24,24,3300,1,19999
I Kall,1,8,2,5,2200,1,3099
Karbonn,32,32,0,0,1750,0,899
Meizu,2,16,8,13,3000,1,3539
MTR,64,64,0,0,800,0,599
I Kall,4,64,5,8,3000,1,4499
Trio,32,256,0,1,1000,0,692
Inovu,32,32,0,0,1200,0,1549
MTR,64,64,0,0,800,0,625
Lava,32,24,0,0,1750,0,1349
Blackbear,64,64,0,1,1450,0,1499
I Kall,2,16,0,5,2800,1,3599
OPPO,4,64,16,13,3075,1,15990
Samsung,1,16,5,5,2600,1,6699
Niamia,32,32,0,0,1000,0,849
I Kall,2,16,0,5,2500,1,3399
Niamia,32,32,0,0,1000,0,849
Niamia,32,32,0,0,1000,0,1399
Niamia,32,32,0,0,1000,0,1399
Ssky,32,32,0,2,3000,0,999
InFocus,3,32,5,13,4850,1,9099
I Kall,4,32,0,5,3000,1,5699
Redmi,3,64,5,12,3000,1,8499
Kara,1,1,0,0,1700,0,700
JIVI Kall,0,32,0,1,4000,0,1199
vivo,6,64,0,16,5000,1,12650
Lava,2,32,8,13,3260,1,7499
I Kall,32,64,0,0,1000,0,999
Itel,32,32,0,2,2500,0,1095
Mido,32,32,0,0,1000,0,750
Samsung,3,32,8,13,3000,1,10499
I Kall,4,64,5,8,3000,1,4499
JIVI Kall,10,512,0,1,1000,0,790
Redmi,3,64,5,12,3000,1,8499
Leagoo,2,16,5,8,2300,0,5499
I Kall,2,16,0,5,2800,1,3599
I Kall,32,64,0,0,3000,0,1099
LG,3,64,0,16,3500,1,12999
Grabo,64,64,0,0,1000,0,529
Tork,32,32,0,0,2500,0,999
InFocus,4,64,8,13,3000,1,6090
I Kall,2,16,0,5,2500,1,3399
Nubia,12,256,16,48,5000,1,47999
Mymax,32,32,0,1,1000,0,559
ZIOX,128,20,0,0,800,0,787
InFocus,2,16,8,13,3000,1,5299
Panasonic,3,32,5,13,5000,1,5935
Itel,64,64,0,0,1500,0,1394
Mafe,32,64,0,0,1050,0,999
Nokia,0,16,0,0,1020,0,2450
I Kall,32,64,0,0,800,0,499
MTR,64,64,0,0,800,0,599
Itel,64,64,0,1,2500,0,1470
Inovu,32,32,0,0,800,0,1099
Inovu,32,32,0,0,800,0,1099
Samsung,3,16,8,13,3300,1,11200
Ssky,64,64,0,2,3000,0,2498
Gfive,0,32,0,0,1050,0,689
Wowi,32,32,0,0,1000,0,899
Redmi,6,64,20,48,4000,1,19999
ZIOX,32,32,0,0,1000,0,725
Samsung,4,64,0,13,5000,1,12920
LG,6,128,8,16,3000,1,37999
Gome,2,16,0,13,3000,1,4990
Grabo,64,64,0,0,1000,0,489
Snowtel,52,52,0,0,800,0,499
Samsung,6,64,0,24,3700,1,19990
Zen,32,32,0,1,1000,0,1199
Redmi,6,64,20,12,4000,1,10999
Karbonn,32,32,0,0,1800,0,899
heemax,32,32,0,0,1000,0,1099
Kechaoda,32,64,0,0,1700,0,999
Gome,3,32,0,13,3500,1,6390
Lava,32,32,0,1,800,0,1790
Itel,64,0,0,0,1900,0,1649
ROKEA,256,32,0,0,800,0,888
Kara,1,1,0,0,4000,0,799
Tork,32,32,0,0,2500,0,1399
Rage,1,1,2,5,1350,0,4997
Asus,6,64,48,48,5000,1,27999
MTR,64,64,0,0,800,0,625
Blackzone,10,10,0,0,1000,0,599
Micromax,2,8,2,8,3000,0,9500
I Kall,32,64,0,0,1000,0,799
InFocus,32,32,0,0,3000,0,1499
Ssky,64,64,0,1,1200,0,999
Gfive,0,32,0,0,1050,0,649
Tecno,2,16,8,13,4000,1,5999
MTR,64,64,0,0,800,0,999
MTR,64,64,0,0,800,0,999
Blackzone,10,10,0,0,1000,0,449
MTR,64,64,0,0,800,0,599
Niamia,32,32,0,0,1000,0,1399
Niamia,32,32,0,0,1000,0,1399
Niamia,32,32,0,0,1000,0,1399
Ssky,32,32,0,2,3000,0,999
Ssky,32,32,0,0,1200,0,1299
Ismart,0,0,0,0,1000,0,699
OPPO,8,256,16,48,4065,1,49990
OPPO,6,128,16,48,4065,1,36990
Forme,0,0,0,0,1550,0,1199
OPPO,6,128,16,48,4065,1,36990
OnePlus,6,128,16,48,3700,1,32999
mPhone,3,32,13,13,3000,1,7299
Blackzone,10,10,0,0,1000,0,599
I Kall,32,64,0,0,1000,0,1199
Nokia,2,16,5,13,4000,1,6690
Samsung,3,64,13,13,3600,1,16900
Gionee,1,16,0,5,2000,0,6499
Apple,0,64,7,12,0,1,80539
Mi,6,128,20,20,3010,1,15999
BlackZone,10,10,0,0,1500,0,699
BlackZone,10,10,0,0,1500,0,699
Shomi,32,32,0,0,1000,0,799
MTR,64,64,0,0,800,0,599
MTR,64,64,0,0,800,0,599
Intex,32,32,0,0,1050,0,786
Tork,32,32,0,0,2800,0,1199
ZIOX,32,32,0,0,1800,0,889
Itel,32,32,0,0,1500,0,1700
Ssky,32,256,0,2,3000,0,1249
Gionee,3,32,8,13,3550,1,6499
Itel,32,32,0,0,1000,0,880
Itel,3,16,0,13,3000,1,10999
Itel,32,32,0,1,1900,0,1410
Ziox,32,32,0,0,1800,0,999
Apple,0,256,12,12,0,1,113900
Gionee,3,32,20,13,4000,1,4999
Itel,32,32,0,0,1000,0,1375
Redmi,3,32,5,12,4000,1,9499
Itel,32,32,0,1,1000,0,997
Samsung,3,32,8,13,3000,1,10499
I Kall,32,64,0,0,1800,0,1899
Detel,32,512,0,0,1500,0,799
Micromax,2,16,5,8,5000,1,5495
Blackzone,10,10,0,0,1000,0,599
Winstar,32,32,0,0,600,0,949
Mobiistar,2,16,0,13,3000,1,5249
ZIOX,1,8,0,8,2600,0,3199
Intex,32,32,0,1,1700,0,1165
Peace,32,64,0,0,850,0,1075
Tecno,3,32,16,13,3500,1,9999
InFocus,24,24,0,0,1800,0,899
Tork,32,32,0,0,2800,0,949
Kekai,1,16,0,5,2200,1,3136
Nokia,4,8,0,0,1020,0,1600
MTR,64,64,0,0,800,0,999
Micromax,56,56,0,0,800,0,1099
Itel,32,32,0,1,1000,0,859
Hicell,32,64,0,0,1050,0,599
Comio,1,32,5,8,2200,1,4995
Daps,32,32,0,0,1000,0,590
Samsung,0,46,0,2,1200,0,3007
Samsung,0,128,0,0,800,0,1450
Samsung,2,32,5,13,3400,1,7990
Panasonic,64,0,0,2,1100,0,1999
Nokia,4,64,20,48,3500,1,15499
I Kall,32,64,0,0,1500,0,449
Intex,32,32,0,0,1450,0,1590
OPPO,8,128,0,16,3765,1,29999
OPPO,6,64,0,16,3765,1,23990
Coolpad,2,16,5,8,3000,1,5190
Centric,2,16,0,8,3950,1,3799
Blackzone,10,10,0,0,1000,0,449
Redmi,3,32,5,12,4000,1,8490
Tecno,4,64,16,13,3750,1,14074
Zen,32,32,0,1,1000,0,940
Comio,1,32,5,8,2200,1,4995
Mymax,32,32,0,1,1000,0,539
Celkon,1,8,0,5,2500,1,3999
Coolpad,2,16,0,8,3000,1,5290
MTR,32,32,0,0,800,0,599
Mobiistar,3,32,13,13,3020,1,5999
Coolpad,4,64,0,8,3000,1,7430
Muphone,32,32,0,0,2400,0,1029
Coolpad,2,16,5,8,3000,1,5190
Vivo,4,64,24,16,3260,1,14499
OPPO,4,64,16,16,3500,1,16990
Gionee,1,8,0,5,1800,0,2635
Samsung,3,32,5,13,3000,1,14995
Ziox,1,8,2,5,2450,1,3999
Tecno,2,32,8,13,3500,1,8099
Samsung,8,512,8,12,4000,1,84900
Samsung,8,256,10,12,3500,1,69999
Samsung,2,16,5,8,2600,1,10480
Inovu,32,32,0,0,1000,0,1149
I Kall,2,16,0,5,2800,1,3599
Itel,32,32,0,0,1000,0,1350
Ziox,128,16,0,0,1000,0,899
Micromax,3,32,16,13,4000,1,6299
MTR,64,64,0,0,800,0,710
Vivo,4,32,8,13,3260,1,10999
Samsung,3,32,8,13,4000,1,13099
I Kall,32,64,0,0,800,0,1795
Samsung,4,64,16,16,4000,1,18000
Ziox,32,32,0,0,1000,0,700
Reach,32,32,0,0,1500,0,1199
Micromax,3,32,5,13,3000,1,9999
Itel,32,32,0,0,1000,0,1060
Micromax,1,8,2,5,2000,1,3749
Kara,10,10,0,0,1350,0,599
Alcatel,3,32,0,16,3000,1,9999
I Kall,2,16,0,5,2800,1,3399
XOLO,6,128,16,13,3260,1,10599
I Kall,32,64,0,0,800,0,1499
Coolpad,3,32,5,13,3000,1,4999
Ssky,64,64,0,1,1200,0,2529
I Kall,32,64,0,0,1000,0,599
Gfive,32,64,0,0,1050,0,1199
Ssky,32,32,0,1,1200,0,2529
Ssky,32,32,0,1,1200,0,2529
Ssky,64,64,0,1,1200,0,2529
Ssky,64,64,0,1,1200,0,2529
Ssky,64,64,0,1,1200,0,2529
Ssky,64,64,0,1,1200,0,2529
Honor,4,32,8,16,3340,1,12722
Honor,4,64,8,16,3340,1,15500
Honor,4,32,8,16,3340,1,12722
Honor,4,64,8,16,3340,1,15500
Honor,4,32,8,16,3340,1,14000
Honor,4,32,8,16,3340,1,14500
Coolpad,2,16,0,5,2500,1,3999
Samsung,1,8,5,8,2600,1,6190
Honor,4,64,0,16,3340,1,15500
Apple,0,64,7,12,0,1,49900
Panasonic,3,16,5,13,2500,1,8999
JIVI Kall,0,32,0,1,4000,0,1240
Inovu,32,32,0,0,1200,0,1549
Mymax,32,32,0,1,1000,0,999
Mymax,32,32,0,1,1000,0,999
Mymax,32,32,0,1,1000,0,999
Forme,0,32,0,0,1500,0,999
SAMSOTEL,32,32,0,0,1000,0,929
SAMSOTEL,32,32,0,0,1000,0,929
SAMSOTEL,32,32,0,0,1000,0,929
Nokia,3,32,5,13,3000,1,6999
Ssky,64,64,0,1,1800,0,2199
I Kall,32,32,0,0,800,0,599
Ssky,2,16,5,13,3000,1,4999
