Company,RAM,Storage,Front Camera,Back Camera,Battery Capacity,Internet Connectivity 4G,Price
Alcatel,1,8,0,8,2000,1,4999
tecno,4,64,0,16,3750,1,9199
Gfive,0,0,0,1,1800,0,699
OPPO,4,64,8,13,4230,1,12999
Samsung,0,0,0,0,800,0,1100
Lenovo,3,32,13,13,4000,1,7999
Good,0,0,0,0,1000,0,1449
Panasonic,2,16,5,8,2500,1,7999
XOLO,1,8,2,8,2100,0,8990
Samsung,4,64,16,16,3000,1,25500
Samsung,3,32,8,13,4000,1,12900
Intex,2,16,5,8,2800,1,4999
Gfive,0,0,0,1,1050,0,649
Jivi,0,0,0,0,1000,0,710
Karbonn,0,0,0,0,1450,0,875
Apple,0,128,7,12,0,1,59999
Snexian,0,0,0,1,1000,0,628
Mi,4,64,5,12,3080,1,12999
Ssky,0,0,0,1,1000,0,699
Bloom,0,0,0,0,2400,0,1199
Megus,0,0,0,1,1200,0,749
OPPO,4,128,16,16,4020,1,15990
Gfive,0,0,0,0,1800,0,699
Lava,0,0,0,0,1750,0,935
Vivo,4,32,5,13,3260,1,10950
Samsung,6,128,16,48,6000,1,18499
Gfive,0,0,0,1,1800,0,699
Forme,0,0,0,0,1050,0,870
Lava,0,0,0,1,2500,0,1451
OPPO,6,128,16,48,4020,1,17990
Peace,0,0,0,0,850,0,1045
BlackZone,0,0,0,0,1000,0,1180
Good,0,0,0,0,1000,0,1449
BlackZone,0,0,0,0,1000,0,1180
BlackZone,0,0,0,0,1000,0,1180
Samsung,4,64,8,12,3500,1,53990
Gfive,0,0,0,1,1050,0,649
I,2,16,0,5,2500,1,2999
Karbonn,2,16,0,5,2250,1,4450
Salora,1,8,0,5,2400,1,3299
OPPO,2,16,8,13,4230,1,8990
KAWIN,0,0,0,0,1000,0,599
Snexian,0,0,0,1,1000,0,628
Infinix,3,16,5,13,4000,1,7499
Peace,0,0,0,0,850,0,570
Moto,2,16,5,13,2470,1,10999
Gfive,0,0,0,0,1800,0,699
JIVI,0,0,0,0,800,0,689
MTR,0,0,0,0,800,0,599
Huawei,3,32,8,12,3000,1,39999
JIVI,0,0,0,1,5000,0,1589
MTR,0,0,0,0,800,0,599
Gfive,0,0,0,1,1800,0,699
Tecno,3,32,8,13,3050,1,7199
JIVI,0,0,0,1,1800,0,1099
Karbonn,0,0,0,0,800,0,949
Good,0,0,0,0,1000,0,1449
Itel,0,0,0,0,1000,0,789
Panasonic,4,64,8,13,4000,1,7499
I,0,0,0,0,1000,0,799
Kara,0,0,0,0,1350,0,449
JIVI,0,0,0,1,1750,0,1333
Snexian,0,0,0,1,1000,0,628
Kara,0,0,0,0,1350,0,449
Samsung,4,64,24,24,3300,1,15900
I,0,0,0,0,1000,0,1099
Gfive,0,0,0,0,1800,0,699
Ziox,0,0,0,0,1750,0,899
Micromax,1,8,2,5,2000,1,3895
Samsung,0,0,0,0,800,0,1100
Samsung,0,0,0,0,800,0,1450
LG,3,64,0,16,3500,1,12999
Gfive,0,0,0,1,1800,0,699
BlackZone,0,0,0,0,1000,0,1180
Ssky,0,0,0,1,1050,0,1249
ziox,0,0,0,0,1800,0,899
Good,0,0,0,0,1000,0,1449
I,0,0,0,0,1000,0,599
ziox,0,0,0,0,1800,0,899
Lava,0,0,0,1,1750,0,1549
Tecno,3,32,2,13,4000,1,8451
Alcatel,3,32,8,16,3000,1,10999
Gfive,0,0,0,1,1050,0,649
Vivo,3,32,5,13,3260,1,9928
GreenBerry,0,0,0,0,550,0,1499
Apple,0,256,7,12,0,1,54990
Snexian,0,0,0,1,1000,0,628
MTR,0,0,0,0,2000,0,949
Intex,0,0,0,0,1050,0,720
Intex,0,0,0,0,1050,0,790
ZIOX,0,0,0,0,2500,0,949
Vivo,3,32,5,13,3260,1,9928
Gfive,0,0,0,0,1800,0,699
Ziox,0,0,0,0,1000,0,689
Bloom,0,0,0,0,1000,0,699
Kara,0,0,0,0,1700,0,549
Gfive,0,0,0,1,1800,0,699
Kara,0,0,0,0,1700,0,675
Vivo,6,64,32,12,4000,1,19990
Micromax,1,8,2,5,2000,1,3099
Ssky,0,0,0,0,1200,0,1299
Redmi,3,32,13,12,4000,1,10649
Good,0,0,0,0,1000,0,1449
Karbonn,1,8,5,5,2300,1,5889
MTR,0,0,0,0,2000,0,1049
MTR,0,0,0,0,2000,0,949
Gfive,0,0,0,1,1050,0,649
Mafe,0,0,0,0,1050,0,825
Vow,0,0,0,0,600,0,649
Trio,0,0,0,1,1000,0,620
Kechaoda,0,0,0,0,700,0,990
KAWIN,0,0,0,0,1000,0,599
Snexian,0,0,0,1,1000,0,628
Yu,3,32,5,13,4000,1,4999
Nokia,0,0,0,0,1020,0,2450
Ziox,0,0,0,0,1000,0,799
Gfive,0,0,0,0,1800,0,699
ziox,0,0,0,0,1800,0,899
Mafe,0,0,0,0,1800,0,1275
Vivo,4,64,24,16,3260,1,13999
Mido,0,0,0,0,1000,0,750
Karbonn,0,0,0,0,1450,0,1099
Gfive,0,0,0,1,1800,0,699
JIVI,0,0,0,0,800,0,849
Kara,0,0,0,0,1700,0,700
Mafe,0,0,0,0,1500,0,770
Good,0,0,0,0,1000,0,1449
Ssky,0,0,0,1,1200,0,999
Lava,0,0,0,1,1750,0,1549
Micromax,4,64,13,13,2730,1,19999
Intex,1,8,0,5,3000,1,3690
Intex,0,0,0,0,2200,0,1349
Gfive,0,0,0,1,1050,0,649
Snexian,0,0,0,0,1000,0,589
Tecno,3,32,8,13,3050,1,6849
Niamia,0,0,0,0,1000,0,1399
Snexian,0,0,0,1,1000,0,628
Ziox,0,0,0,0,1800,0,999
Ismart,2,16,0,5,3000,1,3998
Tork,0,0,0,0,2800,0,950
Heemax,0,0,0,0,1000,0,1099
Samsung,4,64,24,24,3300,1,17490
Gfive,0,0,0,0,1800,0,699
Niamia,0,0,0,0,1000,0,1499
Honor,4,64,8,13,3000,1,11999
Niamia,0,0,0,0,1000,0,1499
Gfive,0,0,0,1,1800,0,699
Niamia,0,0,0,0,1000,0,1499
Niamia,0,0,0,0,1000,0,1499
Niamia,0,0,0,0,1000,0,1499
Micromax,0,0,0,0,1750,0,999
I,0,0,0,0,800,0,1499
Good,0,0,0,0,1000,0,1449
I,0,0,0,0,1000,0,499
Nokia,0,0,0,2,1200,0,3979
Mymax,0,0,0,1,1500,0,1499
Gfive,0,0,0,1,1050,0,649
Vivo,4,64,24,16,3260,1,13999
M-tech,0,0,0,0,2400,0,1099
MTR,0,0,0,0,800,0,999
MTR,0,0,0,0,800,0,899
MTR,0,0,0,0,800,0,649
Snexian,0,0,0,1,1000,0,628
Ssky,0,0,0,0,1200,0,1299
Mafe,0,0,0,0,1050,0,999
MTR,0,0,0,0,800,0,649
Gfive,0,0,0,0,1800,0,699
Karbonn,0,0,0,0,1700,0,821
MTR,0,0,0,0,2000,0,1599
Kechaoda,0,0,0,0,300,0,1299
MTR,0,0,0,0,800,0,899
Tymes,0,0,0,1,1000,0,649
Gfive,0,0,0,1,1800,0,699
Tymes,0,0,0,1,1000,0,649
MTR,0,0,0,0,800,0,799
Mtech,0,0,0,0,1700,0,1199
Good,0,0,0,0,1000,0,1449
Gfive,0,0,0,0,1050,0,629
LYF,3,16,5,13,2600,1,5499
InFocus,0,0,0,1,1000,0,899
Karbonn,0,0,0,1,1500,0,1079
M-tech,0,0,0,0,1000,0,1040
Snexian,0,0,0,1,1000,0,628
Gfive,0,0,0,0,1050,0,599
M-tech,0,0,0,0,1800,0,849
I,0,0,0,0,800,0,1299
Gfive,0,0,0,0,1800,0,699
M-tech,0,0,0,0,1800,0,799
Snexian,0,0,0,1,1080,0,609
Kara,0,0,0,0,4000,0,799
Ziox,0,0,0,0,1000,0,799
Ziox,0,0,0,0,1000,0,799
Gfive,0,0,0,1,1800,0,699
Coolpad,2,16,5,8,3000,1,5250
I,0,0,0,0,1000,0,639
Ziox,0,0,0,0,1000,0,724
Gfive,0,0,0,1,1050,0,649
Karbonn,0,0,0,0,1700,0,821
Tecno,2,32,16,13,3500,1,8999
MTR,0,0,0,0,800,0,625
Itel,0,0,0,0,2500,0,1189
M-tech,0,0,0,0,1000,0,999
Niamia,0,0,0,0,1000,0,899
BlackZone,0,0,0,0,1000,0,1180
I,0,0,0,0,1000,0,599
Nokia,4,64,20,48,3500,1,15499
Snexian,0,0,0,1,1000,0,628
Nokia,6,64,20,48,3500,1,17099
Nokia,4,64,20,48,3500,1,15499
MTR,0,0,0,0,800,0,699
MTR,0,0,0,0,800,0,599
Samsung,0,0,0,0,800,0,1445
Gfive,0,0,0,0,1800,0,699
Mafe,0,0,0,0,1050,0,740
Kechaoda,0,0,0,0,1200,0,1199
VOTO,2,16,13,13,3000,1,3450
Gfive,0,0,0,1,1800,0,699
Intex,0,0,0,0,800,0,799
Kechaoda,0,0,0,0,1000,0,721
Tork,0,0,0,0,1800,0,1080
Kechaoda,0,0,0,0,1000,0,615
Forme,0,0,0,1,2500,0,898
Good,0,0,0,0,1000,0,1449
Kechaoda,0,0,0,0,1700,0,999
I,0,0,0,0,800,0,499
Tecno,2,16,8,13,3050,1,6599
EcoTel,0,0,0,0,1000,0,596
Nokia,3,16,8,13,3000,1,11349
Peace,0,0,0,0,850,0,1599
Kechaoda,0,0,0,0,1700,0,1007
Nokia,3,32,8,16,3000,1,8500
Blackbear,1,8,0,8,2400,1,4999
Snexian,0,0,0,1,1000,0,628
Blackbear,0,0,0,1,1000,0,777
MTR,0,0,0,0,800,0,999
Samsung,6,128,0,32,3500,1,16449
Gfive,0,0,0,0,1800,0,699
Lenovo,3,32,13,13,4000,1,7999
Niamia,0,0,0,0,1000,0,849
Itel,1,8,2,5,4000,1,4500
HTC,3,32,8,12,3300,1,7999
Forme,0,0,0,0,600,0,1140
Gfive,0,0,0,1,1800,0,699
ZIOX,0,0,0,0,2500,0,848
ziox,0,0,0,0,800,0,799
Tork,0,0,0,0,2500,0,1399
Good,0,0,0,0,1000,0,1449
InFocus,0,0,0,1,1000,0,849
Shomi,0,0,0,0,1750,0,799
Mi,4,64,20,20,3010,1,11999
Ziox,0,0,0,0,1800,0,895
Kara,0,0,0,0,1350,0,459
Gfive,0,0,0,1,1050,0,649
JIVI,0,0,0,1,1800,0,1199
I,0,0,0,0,800,0,1099
Mi,4,64,20,20,3010,1,11999
Snexian,0,0,0,1,1000,0,628
Honor,4,64,16,13,3000,1,14500
Honor,3,32,16,13,3000,1,12500
M-tech,0,0,0,0,1800,0,999
Micromax,1,4,0,5,1900,0,7499
Forme,0,0,0,0,1500,0,890
Gfive,0,0,0,0,1800,0,699
ZIOX,0,0,0,0,1000,0,825
MU,0,0,0,0,100,0,1349
OPPO,3,32,8,13,3180,1,11990
Gfive,0,0,0,1,1800,0,699
Seatel,1,8,0,5,3000,1,2890
OPPO,3,16,5,13,3000,1,10957
Micromax,0,0,0,0,1300,0,895
Huawei,4,128,16,16,4000,1,15990
Tecno,2,32,8,13,3050,1,6499
Good,0,0,0,0,1000,0,1449
Niamia,0,0,0,0,1000,0,899
Intex,0,0,0,0,1800,0,1449
Ssky,0,0,0,1,1200,0,999
Gfive,0,0,0,1,1050,0,649
Inoyo,0,0,0,0,1000,0,699
Mobiistar,2,16,8,8,3000,1,6799
Ziox,0,0,0,0,1000,0,699
MU,0,0,0,1,2400,0,1199
InFocus,3,32,5,13,4850,1,8999
Snexian,0,0,0,1,1000,0,628
Ziox,0,0,0,0,1750,0,849
Grabo,0,0,0,0,1000,0,490
OPPO,8,256,16,48,4065,1,49599
Gfive,0,0,0,0,1800,0,699
Niamia,0,0,0,0,1000,0,749
I,0,0,0,0,1000,0,999
mPhone,3,32,13,13,3000,1,7299
I,0,0,0,0,1000,0,799
Mafe,0,0,0,0,1050,0,770
Gfive,0,0,0,1,1800,0,699
BlackZone,0,0,0,0,1000,0,550
Samsung,0,0,0,0,800,0,1599
Ziox,0,0,0,0,1800,0,999
Inovu,0,0,0,0,1200,0,1549
Itel,2,16,5,13,3000,1,5300
Trio,0,0,0,1,1000,0,699
Itel,2,16,5,13,3000,1,5333
Redmi,6,64,20,48,4000,1,19999
SCOSMOS,2,16,5,13,2500,1,4999
Lava,0,0,0,1,1200,0,1679
Mafe,0,0,0,0,800,0,818
Samsung,12,0,10,16,4100,1,117990
Inovu,0,0,0,0,800,0,1099
Inovu,0,0,0,0,800,0,1099
Vivo,4,32,8,13,3260,1,10499
Heemax,0,0,0,0,1000,0,1099
Tecno,4,64,16,13,3500,1,9899
I,0,0,0,0,1000,0,999
I,0,0,0,0,1000,0,1069
Intex,0,0,0,0,1050,0,1090
OPPO,4,64,8,13,4230,1,15752
Itel,0,0,0,2,2500,0,1095
Samsung,12,256,10,12,4300,1,79999
Itel,0,4,0,0,2500,0,1456
Micromax,3,32,8,13,3000,1,6499
Lenovo,2,16,2,8,2900,1,5999
DAD,0,0,0,0,800,0,899
Nokia,0,4,0,2,1500,1,3675
Intex,0,0,0,0,1050,0,915
VOTO,2,16,5,13,3000,1,3475
I,0,0,0,0,800,0,999
Tork,0,0,0,0,2500,0,999
SSKY,0,0,0,0,1200,0,2199
MTR,0,0,0,0,800,0,650
SAMSOTEL,0,0,0,0,1000,0,929
MTR,0,0,0,0,800,0,599
Apple,0,64,7,12,0,1,49900
Kechaoda,0,0,0,0,1700,0,849
Megus,0,0,0,0,800,0,599
Hicell,0,0,0,0,1050,0,499
InFocus,0,0,0,0,1450,0,1199
Tymes,0,0,0,1,5000,0,879
OPPO,4,64,8,13,4230,1,15752
Coolpad,3,32,5,13,3000,1,5988
Wowi,0,0,0,0,1000,0,899
JIVI,0,0,0,0,4000,0,2299
Gionee,3,32,8,13,3550,1,6499
Itel,0,0,0,0,1500,0,1394
Forme,0,0,0,0,1550,0,1199
Vivo,2,16,5,8,4030,1,7690
ZIOX,0,0,0,0,800,0,733
Micromax,0,0,0,1,1000,0,879
I,0,0,0,0,800,0,999
MTR,0,0,0,0,800,0,599
Heemax,0,0,0,0,1000,0,549
I,0,0,0,0,1000,0,1199
Gfive,0,0,0,1,1050,0,649
Niamia,0,0,0,0,1000,0,1299
Kechaoda,0,0,0,0,1000,0,1048
I,0,0,0,0,1000,0,999
Niamia,0,0,0,0,1000,0,1299
Vivo,3,16,5,13,2730,1,13490
BlackBear,0,0,0,0,3000,0,1399
BlackBear,0,0,0,0,3000,0,999
Kara,0,0,0,0,4000,0,799
Kara,0,0,0,0,4000,0,799
Niamia,0,0,0,0,1000,0,1299
Ziox,0,0,0,0,1000,0,775
InFocus,4,64,0,13,4000,1,8499
Samsung,4,64,8,13,3000,1,14990
Coolpad,3,16,8,8,2500,1,7749
Shomi,0,0,0,0,1000,0,799
Lava,3,32,8,13,3500,1,8099
MTR,0,0,0,0,800,0,999
Ismart,0,0,0,0,1000,0,699
I,0,0,0,0,1500,0,1199
Niamia,0,0,0,0,1000,0,1299
BlackBear,0,0,0,0,2000,0,996
SAMSOTEL,0,0,0,0,1000,0,929
SAMSOTEL,0,0,0,0,1000,0,929
Trio,0,0,0,1,1500,0,669
Peace,0,0,0,0,1900,0,899
Mymax,0,0,0,1,1000,0,899
Redmi,4,64,5,12,4000,1,10989
Winstar,0,0,0,0,600,0,1999
MU,0,0,0,1,2400,0,1199
Gfive,0,0,0,1,1050,0,649
Blackzone,0,0,0,0,1000,0,599
Kechaoda,0,0,0,0,1000,0,1048
Karbonn,0,0,0,0,1750,0,1249
Karbonn,0,0,0,0,1750,0,1368
Forme,0,0,0,0,1050,0,790
Nokia,0,0,0,0,1020,0,2499
Samsung,3,32,5,13,3000,1,9999
Intex,0,0,0,0,1050,0,786
Samsung,6,128,32,48,4000,1,25999
Samsung,6,64,8,12,3300,1,59900
Mafe,0,0,0,0,1050,0,719
Mafe,0,0,0,0,1050,0,770
Ssky,0,0,0,1,1800,0,2199
Detel,0,0,0,0,1500,0,799
mPhone,3,32,13,13,3000,1,7299
Niamia,0,0,0,0,1000,0,1499
Kara,0,0,0,0,4000,0,799
MTR,0,0,0,0,800,0,599
Itel,0,0,0,0,1000,0,1000
Itel,2,16,5,8,2350,1,5999
Inovu,0,0,0,0,1000,0,1149
Yu,2,16,5,8,2230,0,5999
Kekai,1,8,2,5,2200,1,3599
Kekai,1,8,2,5,2200,1,3500
Chilli,0,0,0,1,1500,0,1299
Micromax,4,64,20,16,3000,1,6999
BlackZone,0,0,0,0,1000,0,529
Samsung,3,32,8,13,3000,1,10499
Samsung,3,64,13,13,3600,1,16900
Vivo,4,64,20,13,4030,1,12890
Samsung,8,128,48,48,3700,1,39990
Peace,0,0,0,0,1500,0,699
Gfive,0,0,0,0,1200,0,699
Samsung,3,32,5,13,3000,1,14995
Gionee,2,16,5,13,3000,1,5500
Panasonic,3,16,5,8,4000,0,5432
Hicell,0,0,0,0,1050,0,599
Micromax,4,64,13,13,2730,1,5499
TECNO,2,16,0,13,4000,1,5530
Itel,0,0,0,0,1000,0,880
Itel,0,0,0,0,1000,0,1100
Kechaoda,0,0,0,0,1700,0,999
Gfive,0,0,0,0,1050,0,629
ITEL,2,32,0,8,2400,1,5800
Celkon,0,0,0,1,1800,0,1135
I,2,16,0,5,2500,1,3399
Mafe,0,0,0,0,800,0,799
ZIOX,0,0,0,0,1000,0,825
ZIOX,0,0,0,0,1000,0,725
Trio,0,0,0,1,1000,0,599
ZIOX,1,8,0,8,2600,0,3199
Comio,2,32,8,13,3050,1,5895
Tecno,4,64,0,16,3750,1,12985
M-tech,0,0,0,0,1800,0,999
ZIOX,0,0,0,0,1800,0,889
Mafe,0,0,0,0,1800,0,2195
Tork,0,0,0,0,2800,0,1199
Nokia,3,32,5,13,3000,1,6499
BlackZone,0,0,0,0,1000,0,550
Salora,0,0,0,1,1800,0,999
Mafe,0,0,0,0,1050,0,699
I,0,0,0,0,1000,0,999
Niamia,0,0,0,0,1000,0,1499
Micromax,0,0,0,0,800,0,799
I,4,64,0,8,3000,1,5199
Hicell,0,0,0,0,1050,0,499
OPPO,4,64,16,16,3500,1,16990
Ssky,0,0,0,0,2200,0,2149
Inovu,0,0,0,0,800,0,599
Vivo,8,128,32,48,3700,1,26990
Redmi,4,64,16,12,3080,1,10999
I,0,0,0,0,1000,0,999
Niamia,0,0,0,0,1000,0,1499
I,4,64,0,8,3000,1,5199
OPPO,4,64,16,13,4230,1,12990
Samsung,4,64,24,16,3500,1,21990
I,0,0,0,0,1000,0,1677
Comio,2,32,8,13,2700,1,7495
I,0,0,0,0,1000,0,499
Ziox,0,0,0,0,1000,0,899
Karbonn,0,0,0,0,1450,0,848
Lenovo,1,16,2,8,2300,1,5499
Centric,3,16,2,8,3950,1,4999
Apple,0,256,7,12,0,1,69999
Forme,0,0,0,0,1050,0,899
Peace,0,0,0,0,850,0,574
Niamia,0,0,0,0,1000,0,749
I,0,0,0,0,800,0,499
I,0,0,0,0,800,0,599
Niamia,0,0,0,0,100,0,849
Tecno,3,32,13,13,3500,1,9999
BlackBear,0,0,0,0,1450,0,799
BlackBear,0,0,0,0,1450,0,799
Samsung,0,0,0,0,1000,0,2050
I,0,0,0,0,1000,0,559
OPPO,4,64,16,13,2850,1,27500
Samsung,4,64,8,13,4000,1,14900
Lava,1,16,5,5,2550,1,4799
Trio,0,0,0,1,1000,0,599
Kara,0,0,0,0,1450,0,625
Hicell,0,0,0,0,1050,0,499
Ssky,0,0,0,1,1800,0,2199
Ssky,0,0,0,1,1800,0,2199
Blackbear,0,0,0,2,550,0,1149
Blackbear,0,0,0,2,550,0,1149
Niamia,0,0,0,0,1000,0,1499
OPPO,3,16,5,13,3000,1,11500
OPPO,3,16,5,13,3000,1,11500
Nokia,0,0,0,0,800,0,1660
Niamia,0,0,0,0,1000,0,1499
Karbonn,0,0,0,1,1400,0,1398
Micromax,2,8,2,8,3000,0,9500
Kechaoda,0,0,0,0,1700,0,1090
